verb_up,frequency,ftp,log_freq,log_ftp
started up,3957,0.0169049098819142,8.283241441385425,-4.063101744783367
starting up,6115,0.024390243902439,8.718500048121273,-3.688879454113937
starts up,2279,0.006514657980456,7.731492029245684,-5.02716459604747
stay up,22198,0.0235013242809713,10.007757473711925,-3.726916622221171
stayed up,2972,0.033932641174981,7.99699040583765,-3.3488561437676463
staying up,4130,0.0273575796588348,8.326032685955079,-3.5710228863423716
stays up,1213,0.0307591623036649,7.10085190894405,-3.450325212557741
steal up,31,0.0064460678985818,3.4339872044851463,-5.037818028690069
steamed up,140,0.0960698689956331,4.941642422609304,-2.241676339907054
step up,21317,0.0225923057061709,9.967260155433195,-3.767294464179794
stepped up,12128,0.0563230605738576,9.403272107882152,-2.818679829440048
stepping up,6132,0.0452961672473867,8.721276239991704,-3.048178748926535
stick up,836,0.0093592512598992,6.728628613084702,-4.661986661031753
sticking up,1037,0.0897217490062464,6.9440872082295275,-2.317037119582587
sticks up,223,0.00836820083682,5.407171771460119,-4.774912960575196
stir up,3501,0.0732926152137701,8.160803920954665,-2.5371780010754645
stirred up,2199,0.1611675126903553,7.695757990554761,-1.649566753393095
stirring up,1452,0.0674846625766871,7.280697195384741,-2.6259852480479062
stirs up,846,0.0460829493087557,6.740519359606223,-3.0301337002713247
stitched up,501,0.087719298245614,6.2166061010848646,-2.3418058061473275
stock up,9105,0.0083036773428232,9.116578992161708,-4.7827184640293945
stocking up,2413,0.0232067510548523,7.7886260656250315,-3.7398317812878643
stood up,9944,0.0631763450693491,9.204724633190548,-2.6965651185320474
stop up,519,8.236530432559e-4,6.251903883165888,-7.1009371883051795
stopped up,400,0.0032414910858995,5.991464547107982,-5.728475087246577
store up,2253,0.0032432432432432,7.720017940432244,-5.727932934888497
stored up,724,0.044041450777202,6.584791392385716,-3.0775832999843127
storing up,499,0.1385542168674698,6.212606095751519,-1.8273504143307584
straighten up,576,0.164079822616408,6.3561076606958915,-1.628180094243841
straightened up,267,0.230593607305936,5.58724865840025,-1.2049624135111026
straightening up,193,0.2162162162162162,5.262690188904886,-1.2878542883066382
straightens up,38,0.4981549815498155,3.6375861597263857,-0.007380107297622422
stretch up,289,0.0088135593220338,5.666426688112432,-4.722611282848199
stretched up,130,0.0092693565976008,4.867534450455582,-4.671728724339963
stretching up,197,0.0179806362378976,5.2832037287379885,-4.000315612573827
striding up,27,0.1415094339622641,3.295836866004329,-1.8028093054146406
strike up,1861,0.0104404567699836,7.528869256642251,-4.551571604888863
strode up,60,0.064,4.0943445622221,-2.68273239311792
strolled up,108,0.0691489361702127,4.68213122712422,-2.5998366164619786
struck up,1373,0.0207087959009393,7.224753405767971,-3.8562705160937925
struggled up,78,0.0243013365735115,4.356708826689592,-3.6926224403927725
strung up,493,0.0905797101449275,6.20050917404269,-2.306577114263584
stuck up,841,0.0222829055161114,6.734591659972948,-3.7814005430267232
studied up,177,0.0028272547356516,5.176149732573829,-5.865617837242035
stuffed up,357,0.0143737166324435,5.877735781779639,-4.227875954846626
stumbled up,64,0.0224719101123595,4.1588830833596715,-3.7727609380946405
sucked up,710,0.0623229461756373,6.565264970035361,-2.7110759220187486
sucking up,840,0.0413793103448275,6.733401891837359,-3.1427144639026388
suit up,1489,0.0072411296162201,7.305860032684009,-4.920710586568273
sum up,6705,0.0345394736842105,8.81060879571578,-3.330502382104674
summed up,6418,0.6610169491525424,8.766861821669803,0.6678293725756556
summing up,1653,0.5957446808510638,7.410347097821024,0.38776553100876343
summon up,392,0.031055900621118,5.971261839790462,-3.440418094815437
summoned up,154,0.0212464589235127,5.0369526024136295,-3.830089622665462
sums up,6106,0.0394736842105263,8.717027173294824,-3.191847152480282
surged up,127,0.1,4.844187086458591,-2.197224577336219
swallow up,396,0.0147737765466297,5.981414211254481,-4.200017529061975
swallowed up,1594,0.1424870466321243,7.374001859350161,-1.7947851901445924
swam up,114,0.0163316582914572,4.736198448394496,-4.098183338529272
sweep up,701,0.0510604870384917,6.55250788703459,-2.9223341085991246
sweeping up,468,0.0998959417273673,6.148468295917647,-2.1983813154640433
sweeps up,150,0.0521739130434782,5.0106352940962555,-2.89958841300109
swell up,650,0.0370942812982998,6.476972362889683,-3.2564926884395087
swelled up,299,0.1325757575757575,5.700443573390687,-1.8783739420648264
swelling up,167,0.0351437699680511,5.117993812416755,-3.3125317445764995
swells up,186,0.078125,5.225746673713202,-2.468099531471619
swept up,2823,0.0394349617422013,7.945555428253489,-3.192868916133086
swim up,487,0.0053205639797818,6.18826412308259,-5.230841201423133
swimming up,139,0.0032395221704798,4.9344739331306915,-5.729084657518436
swing up,173,0.0116720163408228,5.153291594497779,-4.438820398703842
swung up,69,0.013531799729364,4.23410650459726,-4.289088639014612
take up,60004,0.0078949742849409,11.00216650564878,-4.833602583807334
taken up,15119,0.0312450183325362,9.623707509980202,-3.43415177290484
takes up,13851,0.0090611763444319,9.536112711175099,-4.694653849524916
taking up,17478,0.0166422440862465,9.768698226187489,-4.07902870962734
talk up,624,5.901604163313e-4,6.436150368369428,-7.434525831303979
talking up,833,3.454589422047e-4,6.725033642166843,-7.9702912390676115
tangled up,1523,0.2713178294573643,7.328437352895162,-0.9879467207805903
team up,6892,0.0017621145374449,8.83811659764782,-6.339477080468081
teamed up,24687,0.4142857142857143,10.114032068273822,-0.34627623671783353
teaming up,8697,0.3673469387755102,9.070733417589766,-0.5436154465889815
tear up,2637,0.0482169763937719,7.877397186353287,-2.982625926048692
tearing up,2055,0.0965824665676077,7.628031126930335,-2.23578761207053
think up,1630,5.398532809961e-4,7.396335293800808,-7.52367315812842
thinking up,919,0.0013221070210841,6.823286122355687,-6.627205605132158
thought up,1139,6.743421052631e-4,7.037905963447182,-7.301098431673868
threw up,1846,0.0464317976513098,7.520776415062797,-3.0222264321680505
throw up,3637,0.0203650035247121,8.19891444498699,-3.873362135533381
throwing up,2226,0.0359794403198172,7.70796153183549,-3.288164948764371
thrown up,1467,0.029324644549763,7.2909747781429814,-3.4995637985642256
throws up,1099,0.0074669730040206,7.002155954403621,-4.889770591902475
thumbs up,1397,0.0404411764705882,7.242082359256962,-3.1666251345243235
tidied up,797,0.4918032786885246,6.680854678790215,-0.032789822822990956
tidy up,3076,0.3459317585301837,8.031385330625534,-0.6369701648448912
tidying up,2301,0.5546492659053833,7.741099090035366,0.21947382242524718
tie up,3598,0.0343804105861983,8.188133414510478,-3.3352830144022936
ties up,480,0.0193050193050193,6.173786103901937,-3.9278963545844365
tighten up,1948,0.1074766355140186,7.5745584842024805,-2.116779212117481
tightened up,916,0.1310679611650485,6.82001636467413,-1.8915489398364262
tightening up,726,0.1074380165289256,6.587550014824796,-2.117181869662683
tip up,48,0.0058969584109248,3.871201010907891,-5.127404170442733
tipped up,104,0.0475482912332838,4.6443908991413725,-2.9972935541209433
took up,13025,0.0254478616547582,9.474625866621567,-3.6453463021370562
top up,4002,5.891883929886e-4,8.294549515143679,-7.436175211149178
tore up,755,0.0728155339805825,6.626717749249025,-2.5442232269444203
torn up,1054,0.0520078999341672,6.960347729101308,-2.902950540103025
toss up,200,0.0282317979197622,5.298317366548036,-3.5386683722907604
tossed up,230,0.034729315628192,5.438079308923196,-3.324824402877582
touch up,2893,0.0010529086601737,7.970049304976135,-6.8551453287098685
touched up,886,0.0041388092964024,6.786716950605081,-5.483199744203669
train up,719,0.0011622838878396,6.577861357721047,-6.75620538085494
trained up,359,0.0057501306847882,5.883322388488279,-5.152765970306981
travel up,1903,0.0032635300516725,7.551186867296149,-5.72167696453277
traveled up,395,0.0112994350282485,5.978885764901122,-4.471638793363576
travelling up,427,0.0078125,6.056784013228625,-4.844187086458591
treasured up,39,0.0746268656716417,3.6635616461296463,-2.5176964726109925
trimmed up,109,0.0380116959064327,4.6913478822291435,-3.2311083933038365
trip up,552,0.0044792833146696,6.313548046277095,-5.403802874394025
tripped up,679,0.0981963927855711,6.520621127558696,-2.217427284653739
trot up,36,0.0179910044977511,3.58351893845611,-3.999728585847253
trotted up,60,0.0457746478873239,4.0943445622221,-3.037169463418165
trotting up,38,0.0631229235880398,3.6375861597263857,-2.6974680917716745
trudged up,105,0.0867579908675799,4.653960350157523,-2.353878387381596
trussed up,84,0.4594594594594595,4.430816798843313,-0.16251892949777494
try up,89,3.220800515328e-4,4.48863636973214,-8.040388304142354
tucked up,788,0.1256281407035175,6.669498089857879,-1.9401794743463292
tune up,662,0.0057306590257879,6.495265555937008,-5.156177599386925
tuned up,767,0.0877862595419847,6.642486801367256,-2.3409693360023613
tuning up,368,0.087719298245614,5.908082938168931,-2.3418058061473275
turn up,17212,0.0182059213433495,9.75336209395849,-3.9876347007921433
turned up,13230,0.0266580297971996,9.490242257109001,-3.5976450691114183
turning up,4607,0.0177575579688875,8.435332164935916,-4.013026937503906
turns up,3975,0.0118174409127954,8.287780027088433,-4.426290973385113
twisted up,182,0.0300970873786407,5.204006687076795,-3.47276757416341
tying up,1364,0.1064189189189189,7.218176838403408,-2.1278537054667668
type up,832,0.001560671088568,6.723832440821209,-6.461077475039953
typed up,512,0.1492537313432835,6.238324625039508,-1.740466174840505
use up,10486,0.0029974188892897,9.257796313132479,-5.807001810735389
used up,6531,0.0051424807156973,8.784315349902657,-5.26506393765377
uses up,1422,0.0039452309120445,7.259819610363186,-5.531294759694388
using up,3868,0.0044102564102564,8.260492856573185,-5.4194024380186665
wait up,929,0.0053883894387567,6.834108738813838,-5.218105784966982
waiting up,257,0.001648733078792,5.54907608489522,-6.406098023303078
wake up,56308,0.5881464069845533,10.938591899947856,0.3563079789389973
waked up,54,0.4980988593155893,3.9889840465642745,-0.007604599385219639
waken up,89,0.1517241379310344,4.48863636973214,-1.7211419020141023
wakes up,7135,0.6957264957264957,8.872767529910936,0.8270296351505098
waking up,19314,0.515736040609137,9.868585500526864,0.06296495669014059
walk up,7515,0.0224488564359423,8.924656302187074,-3.7738109366469916
walked up,5113,0.0572863027806385,8.53954159508,-2.8007010768948297
walking up,4089,0.0355050806933652,8.316055720364643,-3.301928760271403
walks up,885,0.0088148873653281,6.785587645007929,-4.722459272511193
wandered up,252,0.0201912858660998,5.529429087511423,-3.882106244390158
want up,199,3.814344356586e-4,5.293304824724492,-7.871190074157357
warm up,11845,0.0151089248067463,9.379661116592885,-4.177245435471226
warmed up,5803,0.2694300518134715,8.666130304190608,-0.9975161717967408
warming up,6005,0.1740890688259109,8.700347734514084,-1.5569198781506541
warms up,2878,0.2125,7.964850887447313,-1.3099213823353166
wash up,1254,0.0496622466850137,7.134093721192866,-2.9515724308160323
washed up,2470,0.0599563953488372,7.8119734296220225,-2.7523087082854487
washing up,1604,0.0480195333695062,7.38025578842646,-2.9869366430093867
weigh up,2295,0.0516273849607182,7.738488122494646,-2.9106952308680807
weighed up,338,0.0260416666666666,5.823045895483019,-3.621670704420489
weighing up,2258,0.043010752688172,7.722234744709607,-3.10234200861225
welled up,534,0.423728813559322,6.280395838960195,-0.3074846997479607
welling up,518,0.4333333333333333,6.249975242259483,-0.2682639865946794
went up,17952,0.0341534674223262,9.795456808322422,-3.3421408367010352
whip up,7000,0.0137614678899082,8.85366542803745,-4.272025739459558
whipped up,3246,0.059900166389351,8.085178748074537,-2.7533067926903323
whipping up,2107,0.051063829787234,7.653020413804189,-2.9222651216721194
wind up,15102,0.0299873165428519,9.62258246436337,-3.4765346367812096
winding up,2289,0.1176470588235294,7.735870319952567,-2.0149030205422647
winds up,2763,0.0332394366197183,7.924072324923417,-3.3702138361421885
wipe up,609,0.0196620583717357,6.411818267709897,-3.9092065429185765
wiped up,175,0.0215264187866927,5.1647859739235145,-3.8167128256238243
wipes up,24,0.0252427184466019,3.1780538303479458,-3.6536507622301944
wiping up,173,0.035,5.153291594497779,-3.316780039849572
wired up,758,0.0553191489361702,6.630683385642372,-2.837728024410743
wise up,214,0.0084435688150858,5.365976015021851,-4.765870796679088
woke up,29404,0.689795918367347,10.288885998493978,0.7991653746367426
woken up,3702,0.7941176470588235,8.216628493133443,1.3499267169490154
work up,5272,0.0018109144302145,8.570165076182343,-6.312110795098759
worked up,3951,0.0179455445544554,8.281723990411392,-4.002304890539937
working up,2408,0.0039300202839756,7.786551806428712,-5.535172928690691
works up,783,0.0010336985734959,6.663132695990803,-6.8735778271806165
wound up,9644,0.1272176546949372,9.174091239301061,-1.9257867706155307
wrap up,11784,0.0923076923076923,9.374497958142467,-2.2857779746776643
wrapped up,18141,0.2396226415094339,9.805929848941323,-1.154749475488092
wrapping up,5560,0.0911111111111111,8.623353387244627,-2.300143089338494
wrinkled up,57,0.0561224489795918,4.04305126783455,-2.822460552279955
write up,5907,0.0041441314883753,8.683893367307235,-5.481909302509258
writing up,1886,0.0026896180742334,7.542213463193403,-5.915662833691722
written up,1936,0.0036637492367189,7.568379267836522,-5.605597797068449
yield up,306,0.033167495854063,5.723585101952381,-3.372454912796502
yielded up,82,0.0388127853881278,4.406719247264253,-3.2094194896261667
zip up,798,0.0326530612244898,6.682108597449809,-3.3886185994552953
zipped up,537,0.175438596491228,6.285998094508865,-1.5475625087160134
zoomed up,65,0.2121212121212121,4.174387269895637,-1.3121863889661687
